# Monthly Runoff (AHPS Computed)
# units: mm over lake
# Original data source://lre-netapp1/LRE1-Public/Public/Share/H&H/WHS/FORECAST/AHPS
# Last modified 2019-09-03 12:47:17 by DA9
#
"year","month","SUP","MIC","HUR","GEO","MIH","STC","ERI","ONT"
"2005","07","38.93","25.67","12.06","56.5","25.95","53.92","20.52","43.58"
"2005","08","28.92","26.68","12.68","61.24","27.43","43.99","22.42","35.52"
"2005","09","31.89","25.47","20.51","57.79","28.99","160.35","65.12","121.57"
"2005","10","79.58","44.06","19.52","97.47","44.22","86.56","43.89","198.11"
"2005","11","56.91","58.01","42.52","161.72","69.44","509.43","81.59","227.04"
"2005","12","52.22","59.22","41.27","190.19","74.21","552","96.61","218.25"
"2006","01","38.77","67.11","67.38","167.76","83.49","972.03","137.65","261.46"
"2006","02","30.17","58.42","57.19","136.28","70.60","791.82","107.35","249.74"
"2006","03","41.59","80.25","92.62","232.45","109.16","855.67","94.71","227.04"
"2006","04","103.66","85.7","56.94","372.61","122.19","405.84","56.78","172.48"
"2006","05","81.92","88.94","42.27","238.49","97.00","324.96","100.91","114.62"
"2006","06","41.12","47.5","17.28","102.64","45.97","130.55","43.89","70.67"
"2006","07","33.77","33.35","13.3","60.81","30.86","109.27","33.87","79.46"
"2006","08","29.08","31.33","9.95","63.83","29.20","82.3","19.32","36.99"
"2006","09","29.39","35.98","17.78","74.18","35.87","150.42","44.37","101.43"
"2006","10","45.03","63.67","45.87","184.58","77.08","648.49","131.44","236.92"
"2006","11","38.3","51.95","37.67","191.48","69.59","427.13","77.53","266.22"
"2006","12","45.03","77.62","64.03","247.54","100.42","800.33","143.61","260.73"
"2007","01","41.74","69.74","43.14","211.75","83.52","590.31","179.63","237.29"
"2007","02","27.52","42.45","22.25","128.52","49.39","120.62","30.77","89.72"
"2007","03","54.72","85.91","69.99","205.28","99.72","906.76","188.93","284.9"
"2007","04","81.61","87.32","51.72","249.27","101.22","363.27","90.65","279.77"
"2007","05","58","61.04","31.95","170.78","68.74","276.71","42.22","137.32"
"2007","06","42.68","41.44","17.53","94.45","41.75","70.95","15.98","53.1"
"2007","07","36.74","29.51","12.43","70.3","30.20","53.92","19.32","43.58"
"2007","08","25.95","41.64","11.56","47.01","32.11","154.67","132.64","25.27"
"2007","09","50.34","37.19","14.67","66.41","34.13","62.44","27.91","28.93"
"2007","10","79.27","45.68","16.29","100.92","44.46","70.95","30.3","79.1"
"2007","11","48","38.2","20.39","130.67","47.01","283.81","97.81","161.49"
"2007","12","36.27","41.64","26.11","120.32","49.00","632.89","178.2","203.97"
"2008","01","35.49","82.67","69.74","233.31","102.58","974.87","124.52","287.09"
"2008","02","29.71","58.62","37.42","166.04","68.67","716.61","197.52","234.36"
"2008","03","28.77","68.12","46.12","140.59","72.24","936.56","219.47","254.5"
"2008","04","101.78","138.66","97.34","410.99","168.44","855.67","126.91","377.17"
"2008","05","92.87","90.96","34.44","307.49","106.46","258.26","62.74","165.15"
"2008","06","78.64","72.36","22.13","165.6","70.08","113.52","34.59","75.07"
"2008","07","58.47","44.67","15.17","89.27","41.69","82.3","41.51","56.39"
"2008","08","34.71","25.27","13.05","73.75","28.89","56.76","15.98","65.18"
"2008","09","38.15","69.94","46.5","77.2","63.01","465.44","52.72","41.38"
"2008","10","44.4","45.48","21.13","81.08","42.82","127.71","44.37","114.62"
"2008","11","48.15","41.24","28.1","131.97","51.38","604.51","84.45","172.11"
"2008","12","36.74","50.33","45.87","158.27","66.26","942.23","165.56","242.78"
"2009","01","32.99","59.02","37.42","185.44","72.01","403","61.79","180.53"
"2009","02","29.71","61.25","67.63","143.18","76.72","1260.1","179.63","194.45"
"2009","03","47.68","98.03","75.09","199.24","106.48","1101.16","211.84","299.18"
"2009","04","81.77","112.18","68.75","363.12","137.77","815.94","133.11","270.25"
"2009","05","83.49","107.13","56.07","300.16","120.71","464.02","55.58","160.76"
"2009","06","56.13","73.58","34.19","194.93","79.60","290.9","41.27","106.56"
"2009","07","43.15","35.37","15.91","105.23","39.95","92.24","24.09","73.97"
"2009","08","43.93","37.6","21.13","77.63","38.38","195.83","25.53","46.51"
"2009","09","37.21","28.3","13.92","65.98","29.43","97.91","21.47","40.65"
"2009","10","55.19","69.13","35.43","165.6","73.09","279.55","88.26","149.77"
"2009","11","52.06","67.11","31.33","174.66","72.14","80.88","30.53","122.31"
"2009","12","38.93","48.11","23.25","148.79","55.81","459.76","89.22","161.86"
"2010","01","32.21","42.45","20.02","115.15","46.46","349.08","61.79","153.07"
"2010","02","27.99","39.42","15.54","94.45","40.07","167.45","29.1","116.45"
"2010","03","67.38","77.42","40.65","192.77","83.37","888.31","125","233.63"
"2010","04","41.74","58.42","28.72","154.39","63.68","424.29","72.04","128.53"
"2010","05","40.49","60.24","37.3","118.6","61.75","544.91","96.61","109.12"
"2010","06","42.53","54.78","27.1","89.27","50.79","204.34","38.41","90.81"
"2010","07","31.89","45.08","13.68","57.79","36.28","73.79","15.27","51.27"
"2010","08","29.24","30.32","8.7","62.53","28.06","49.67","9.54","65.18"
"2010","09","53.31","48.31","17.53","121.62","49.53","181.64","20.04","79.83"
"2010","10","49.72","45.48","20.51","136.71","51.61","366.11","42.94","217.88"
"2010","11","46.9","41.24","20.76","131.54","48.77","307.93","84.92","148.31"
"2010","12","40.02","47.1","23.25","157.41","56.70","317.86","80.15","214.95"
"2011","01","32.83","48.31","31.08","145.77","58.12","472.54","55.34","123.04"
"2011","02","25.95","41.84","31.95","100.48","47.91","578.96","107.83","108.39"
"2011","03","34.08","78.43","56.94","124.2","78.41","1498.49","274.81","366.56"
"2011","04","87.86","109.96","83.42","196.66","114.81","838.64","192.99","353.37"
"2011","05","76.76","111.78","72.23","219.51","115.54","926.62","164.6","320.05"
"2011","06","61.29","74.79","28.72","140.16","69.44","299.41","42.22","102.9"
"2011","07","45.81","46.09","14.42","81.51","40.87","158.93","21.47","43.58"
"2011","08","29.86","38.2","13.68","44.42","30.73","80.88","31.25","64.82"
"2011","09","27.99","29.92","11.19","64.26","29.00","194.41","63.69","83.12"
"2011","10","50.97","58.21","51.47","112.56","64.68","658.43","127.63","153.43"
"2011","11","40.18","64.68","36.43","150.08","68.73","465.44","117.85","125.24"
"2011","12","37.68","70.54","42.89","140.16","72.25","1138.06","215.89","205.43"
"2012","01","31.89","54.98","30.58","113.42","56.00","624.37","100.19","197.01"
"2012","02","25.17","46.49","26.73","86.25","46.09","482.47","51.29","150.87"
"2012","03","52.69","58.42","44.38","190.62","74.96","486.73","84.21","131.46"
"2012","04","52.37","45.68","20.64","159.57","55.45","255.42","27.43","83.86"
"2012","05","57.53","46.49","25.98","132.4","53.30","205.76","31.25","90.08"
"2012","06","59.88","33.76","27.85","119.46","45.59","150.42","22.9","61.15"
"2012","07","31.89","23.65","16.29","56.5","26.42","127.71","11.93","20.51"
"2012","08","25.64","28.5","28.47","62.1","33.93","181.64","20.75","18.31"
"2012","09","22.83","24.46","14.05","76.33","29.25","107.85","45.09","61.89"
"2012","10","42.37","52.76","29.59","144.9","59.66","283.81","76.1","90.08"
"2012","11","48.47","41.64","20.76","143.61","50.92","336.31","49.62","99.97"
"2012","12","38.62","39.21","22.38","125.5","47.35","317.86","48.66","137.32"
"2013","01","31.89","41.64","32.45","103.5","48.47","675.46","81.35","144.28"
"2013","02","24.08","48.71","33.19","81.94","48.72","473.95","56.78","125.97"
"2013","03","25.64","50.13","31.83","114.72","54.25","970.61","70.13","122.31"
"2013","04","49.87","95.81","79.81","274.28","119.16","959.26","110.21","175.04"
"2013","05","103.5","86.51","69.12","345.44","122.40","439.9","96.38","130.36"
"2013","06","57.38","48.31","32.7","187.17","65.38","312.19","77.05","124.5"
"2013","07","37.68","32.34","29.09","90.57","40.64","184.47","48.66","50.17"
"2013","08","34.08","27.89","53.21","87.55","46.30","571.87","78.96","47.97"
"2013","09","32.68","22.23","17.53","109.97","34.80","373.2","55.34","67.38"
"2013","10","39.55","31.33","37.05","131.1","49.45","1062.85","73.47","158.19"
"2013","11","47.53","59.02","52.84","261.35","89.63","1112.52","90.17","269.52"
"2013","12","34.08","44.27","45.38","173.8","65.62","1165.02","127.86","282.33"
"2014","01","25.48","41.84","35.68","114.72","51.50","630.05","75.14","156.36"
"2014","02","21.89","33.35","23.37","84.53","38.18","256.84","71.8","119.74"
"2014","03","24.23","46.09","35.93","82.37","48.45","637.14","67.03","152.33"
"2014","04","65.82","71.56","52.71","282.48","99.18","1377.87","115.94","243.15"
"2014","05","105.53","70.34","40.28","336.39","103.00","446.99","48.19","186.02"
"2014","06","65.66","41.64","15.79","152.67","50.67","211.43","23.86","72.14"
"2014","07","37.99","28.91","14.05","83.66","32.63","183.05","15.98","50.53"
"2014","08","33.93","23.85","14.92","82.37","30.23","163.19","29.34","65.18"
"2014","09","45.18","42.25","18.03","138.44","49.44","283.81","51.29","36.62"
"2014","10","53.94","54.37","22","212.61","68.79","127.71","24.09","54.93"
"2014","11","40.81","44.27","28.1","200.54","63.97","475.37","38.17","84.59"
"2014","12","42.06","50.74","31.33","189.32","66.46","776.21","39.84","106.93"
"2015","01","34.55","39.82","23.5","145.77","51.32","353.34","49.38","95.94"
"2015","02","26.27","27.29","14.67","94.02","33.73","93.66","19.8","36.62"
"2015","03","25.17","40.02","36.8","85.82","46.32","1018.86","111.17","101.8"
"2015","04","74.89","82.07","60.05","304.9","110.52","915.27","119.28","325.18"
"2015","05","113.82","82.27","29.09","272.13","94.61","157.51","34.83","166.98"
"2015","06","66.76","63.67","14.67","150.08","60.71","76.63","14.79","64.82"
"2015","07","45.34","30.52","9.82","87.55","32.59","43.99","7.4","28.93"
"2015","08","34.55","22.23","7.71","54.34","22.41","36.89","6.44","22.7"
"2015","09","34.86","24.26","7.96","62.1","24.75","26.96","5.96","30.39"
"2015","10","45.96","32.54","13.43","108.68","38.25","43.99","18.85","82.03"
"2015","11","45.5","41.84","24.62","146.2","52.77","224.21","57.73","148.31"
"2015","12","37.21","38","20.51","121.62","45.48","168.86","40.08","115.35"
"2016","01","33.93","46.69","30.96","107.38","51.07","441.32","113.31","162.22"
"2016","02","31.27","52.15","62.04","119.03","66.39","926.62","75.86","229.97"
"2016","03","75.98","66.3","63.65","294.55","102.32","1509.84","97.09","220.81"
"2016","04","81.14","72.16","65.52","359.24","116.32","1160.76","80.39","212.02"
"2016","05","67.85","53.36","33.32","258.76","79.67","310.77","47.23","158.56"
"2016","06","61.13","33.96","14.55","122.05","41.50","286.64","18.13","57.86"
"2016","07","42.06","25.87","10.44","69.86","27.65","83.72","8.83","30.03"
"2016","08","33.61","28.7","18.28","64.69","30.92","173.12","14.07","23.8"
"2016","09","33.61","26.88","9.08","61.67","26.35","102.17","22.66","21.97"
"2016","10","42.53","39.42","13.3","90.13","38.59","245.49","54.15","114.98"
"2016","11","36.9","31.73","14.79","88.41","35.04","251.17","24.09","122.67"
"2016","12","49.25","40.02","27.47","125.93","49.58","539.23","57.25","124.5"
"2017","01","37.37","48.51","47.61","122.48","60.17","915.27","133.83","175.4"
"2017","02","40.65","44.06","36.18","124.2","54.30","681.13","67.27","137.32"
"2017","03","51.28","57.61","46.37","209.59","78.32","1129.55","68.7","162.95"
"2017","04","78.95","71.96","63.9","340.7","112.67","1375.04","87.55","314.56"
"2017","05","77.55","67.11","45.75","272.56","92.97","823.04","124.05","318.58"
"2017","06","53.16","42.85","24.24","156.12","54.75","156.09","25.76","116.45"
"2017","07","41.9","31.73","15.66","115.58","39.74","95.07","42.22","76.53"
"2017","08","41.74","27.89","10.32","95.31","32.73","89.4","10.73","45.77"
"2017","09","38.15","21.43","10.19","63.4","24.34","58.18","11.45","34.06"
"2017","10","47.68","58.42","30.83","105.23","56.45","143.32","26.96","109.86"
"2017","11","46.75","63.47","40.65","145.77","68.90","773.37","135.26","268.42"
"2017","12","43.62","46.09","25.73","165.6","58.39","320.7","31.25","127.43"
"2018","01","32.99","40.83","46.12","130.24","57.13","807.43","65.6","182"
"2018","02","25.8","48.92","47.86","100.05","56.83","1020.28","107.59","157.83"
"2018","03","27.83","53.77","36.8","119.89","58.60","912.43","112.12","143.91"
"2018","04","42.53","53.77","52.21","210.46","78.59","1660.26","127.15","237.66"
"2018","05","95.37","66.91","33.69","577.46","138.05","368.95","49.14","412.33"
"2018","06","51.59","40.43","13.68","202.69","57.44","170.28","23.62","212.02"
"2018","07","34.86","26.08","9.45","71.16","27.62","75.21","11.45","63.72"
"2018","08","27.36","25.47","11.69","50.46","24.75","62.44","20.28","46.51"
"2018","09","39.71","31.94","9.7","62.53","29.20","56.76","24.81","54.93"
"2018","10","84.43","59.43","26.11","148.35","62.30","256.84","33.87","98.87"
"2018","11","55.97","47.3","34.31","151.37","59.65","950.75","117.37","227.04"
"2018","12","45.34","42.25","37.67","150.94","58.26","676.88","74.19","205.43"
"2019","01","36.12","40.63","34.81","125.5","52.35","414.36","77.05","176.14"
"2019","02","27.67","39.21","45.5","86.25","49.00","516.53","88.98","164.42"
"2019","03","46.43","57.41","58.8","130.24","69.68","1430.38","106.39","178.7"
"2019","04","92.24","68.32","50.97","385.55","113.66","2437.89","152.67","232.9"
"2019","05","111.79","81.86","45","362.26","114.49","815.94","82.54","333.23"
"2019","06","80.36","51.54","28.22","222.1","71.08","214.27","45.09","150.14"
"2019","07","46.43","31.13","11.81","89.27","33.86","99.33","16.46","57.49"
"2019","08","36.9","21.02","7.71","53.48","21.67","69.53","13.84","35.89"
